Taka Ap,Lingo,Payment Dhoron,Jaega,Taka Pr,Gupto,Takar Karon,Tarik,Boyosh,Kon Jaegar Lok,Sotti_Mithye
$300.00,M,AV,AM,$300.00,GHI000250631,CR,21-Aug-20,25-29,U,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,07-Sep-20,35-39,O,0
$560.00,M,AV,AM,$560.00,GHI000250631,CR,07-Sep-20,35-39,NE,0
$280.00,M,AV,N,$280.00,GHI000250631,CR,08-Sep-20,25-29,NE,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,09-Sep-20,25-29,NE,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,10-Sep-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,11-Sep-20,50-54,PP,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,11-Sep-20,30-34,M,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,21-Sep-20,40-44,PP,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,21-Sep-20,25-29,PP,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,22-Sep-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,24-Sep-20,25-29,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,25-Sep-20,45-49,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,28-Sep-20,40-44,M,0
$280.00,F,AV,O,$280.00,GHI000250631,CR,29-Sep-20,55-59,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,05-Oct-20,45-49,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,06-Oct-20,20-24,NE,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,07-Oct-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,09-Oct-20,20-24,O,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,09-Oct-20,45-49,M,0
$560.00,M,AV,AM,$560.00,GHI000250631,CR,10-Oct-20,40-44,NE,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,12-Oct-20,30-34,NE,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,12-Oct-20,30-34,M,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,13-Oct-20,50-54,PP,0
$560.00,M,RP,AM,$560.00,GHI000250631,CR,14-Oct-20,55-59,M,0
$560.00,M,AV,AM,$560.00,GHI000250631,CR,20-Oct-20,20-24,O,0
$280.00,M,RP,AM,$280.00,GHI000250631,CR,21-Oct-20,45-49,M,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,22-Oct-20,35-39,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,22-Oct-20,25-29,O,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,22-Oct-20,20-24,NE,0
$300.00,F,AV,AM,$300.00,GHI000250631,CR,27-Oct-20,35-39,M,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,30-Oct-20,35-39,M,0
$120.00,F,AV,AM,$120.00,GHI000250631,CR,30-Oct-20,30-34,O,0
$300.00,F,AV,AM,$300.00,GHI000250631,CR,30-Oct-20,30-34,O,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,02-Nov-20,20-24,M,0
$300.00,F,AV,AM,$300.00,GHI000250631,CR,03-Nov-20,18-19,NE,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,04-Nov-20,45-49,M,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,04-Nov-20,45-49,O,0
$300.00,F,AV,AM,$300.00,GHI000250631,CR,05-Nov-20,50-54,M,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,05-Nov-20,20-24,NE,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,05-Nov-20,30-34,M,0
$300.00,M,RP,AM,$300.00,GHI000250631,CR,06-Nov-20,45-49,O,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,06-Nov-20,35-39,O,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,06-Nov-20,30-34,NE,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,09-Nov-20,50-54,PP,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,10-Nov-20,25-29,O,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,10-Nov-20,35-39,O,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,11-Nov-20,25-29,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,11-Nov-20,25-29,PP,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,11-Nov-20,25-29,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,12-Nov-20,30-34,PP,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,13-Nov-20,30-34,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,16-Nov-20,25-29,NE,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,17-Nov-20,25-29,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,17-Nov-20,20-24,NE,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,18-Nov-20,40-44,M,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,18-Nov-20,25-29,M,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,18-Nov-20,25-29,PP,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,19-Nov-20,45-49,NE,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,19-Nov-20,35-39,PP,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,21-Nov-20,50-54,M,0
$630.00,F,AV,AM,$630.00,GHI000250631,CR,21-Nov-20,20-24,O,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,24-Nov-20,30-34,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,24-Nov-20,30-34,M,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,25-Nov-20,20-24,M,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,26-Nov-20,25-29,PP,0
$315.00,F,RP,AM,$315.00,GHI000250631,CR,26-Nov-20,30-34,M,0
$322.00,M,AV,AM,$322.00,GHI000250631,CR,27-Nov-20,30-34,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,27-Nov-20,20-24,M,0
$644.00,M,AV,AM,$644.00,GHI000250631,CR,30-Nov-20,25-29,NE,0
$322.00,M,AV,AM,$322.00,GHI000250631,CR,30-Nov-20,25-29,O,0
$350.00,M,AV,AM,$350.00,GHI000250631,CR,19-Jun-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,03-Jul-20,45-49,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,06-Jul-20,35-39,M,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,09-Jul-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,14-Jul-20,55-59,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,14-Jul-20,20-24,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,16-Jul-20,35-39,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,17-Jul-20,25-29,PP,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,21-Jul-20,40-44,PP,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,21-Jul-20,35-39,M,0
$280.00,F,RP,AM,$280.00,GHI000250631,CR,27-Jul-20,20-24,NE,0
$350.00,F,AV,AM,$350.00,GHI000250631,CR,28-Jul-20,20-24,U,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,29-Jul-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,30-Jul-20,50-54,O,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,03-Aug-20,20-24,M,0
$400.00,M,AV,AM,$400.00,GHI000250631,CR,04-Aug-20,30-34,M,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,04-Aug-20,45-49,M,0
$300.00,M,RP,AM,$300.00,GHI000250631,CR,05-Aug-20,30-34,M,0
$350.00,M,AV,AM,$350.00,GHI000250631,CR,06-Aug-20,55-59,NE,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,07-Aug-20,30-34,PP,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,11-Aug-20,35-39,NE,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,14-Aug-20,60-64,PP,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,21-Aug-20,25-29,U,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,07-Sep-20,35-39,O,0
$560.00,M,AV,AM,$560.00,GHI000250631,CR,07-Sep-20,35-39,NE,0
$280.00,M,AV,N,$280.00,GHI000250631,CR,08-Sep-20,25-29,NE,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,09-Sep-20,25-29,NE,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,10-Sep-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,11-Sep-20,50-54,PP,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,11-Sep-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,21-Sep-20,25-29,PP,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,22-Sep-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,24-Sep-20,25-29,M,0
$560.00,M,AV,AM,$560.00,GHI000250631,CR,25-Sep-20,45-49,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,28-Sep-20,40-44,M,0
$280.00,F,AV,O,$280.00,GHI000250631,CR,29-Sep-20,55-59,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,05-Oct-20,45-49,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,06-Oct-20,20-24,NE,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,07-Oct-20,30-34,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,09-Oct-20,20-24,O,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,09-Oct-20,45-49,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,10-Oct-20,40-44,NE,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,12-Oct-20,30-34,NE,0
$560.00,F,AV,AM,$560.00,GHI000250631,CR,12-Oct-20,30-34,M,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,13-Oct-20,50-54,PP,0
$280.00,M,RP,AM,$280.00,GHI000250631,CR,14-Oct-20,55-59,M,0
$280.00,M,RP,AM,$280.00,GHI000250631,CR,21-Oct-20,45-49,M,0
$280.00,F,AV,AM,$280.00,GHI000250631,CR,22-Oct-20,35-39,M,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,22-Oct-20,25-29,O,0
$280.00,M,AV,AM,$280.00,GHI000250631,CR,22-Oct-20,20-24,NE,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,30-Oct-20,35-39,M,0
$300.00,F,AV,AM,$300.00,GHI000250631,CR,30-Oct-20,30-34,O,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,02-Nov-20,20-24,M,0
$300.00,F,AV,AM,$300.00,GHI000250631,CR,03-Nov-20,18-19,NE,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,04-Nov-20,45-49,M,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,04-Nov-20,45-49,O,0
$300.00,F,AV,AM,$300.00,GHI000250631,CR,05-Nov-20,50-54,M,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,05-Nov-20,20-24,NE,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,05-Nov-20,30-34,M,0
$300.00,M,RP,AM,$300.00,GHI000250631,CR,06-Nov-20,45-49,O,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,06-Nov-20,35-39,O,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,06-Nov-20,30-34,NE,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,09-Nov-20,50-54,PP,0
$300.00,M,AV,AM,$300.00,GHI000250631,CR,10-Nov-20,25-29,O,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,10-Nov-20,35-39,O,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,11-Nov-20,25-29,M,0
$630.00,M,AV,AM,$630.00,GHI000250631,CR,11-Nov-20,25-29,PP,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,11-Nov-20,25-29,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,13-Nov-20,30-34,M,0
$630.00,M,AV,AM,$630.00,GHI000250631,CR,16-Nov-20,25-29,NE,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,17-Nov-20,25-29,M,0
$630.00,M,AV,AM,$630.00,GHI000250631,CR,17-Nov-20,20-24,NE,0
$630.00,F,AV,AM,$630.00,GHI000250631,CR,18-Nov-20,40-44,M,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,18-Nov-20,25-29,M,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,18-Nov-20,25-29,PP,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,19-Nov-20,45-49,NE,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,19-Nov-20,35-39,PP,0
$630.00,F,AV,AM,$630.00,GHI000250631,CR,21-Nov-20,50-54,M,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,21-Nov-20,20-24,O,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,24-Nov-20,30-34,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,24-Nov-20,30-34,M,0
$630.00,F,AV,AM,$630.00,GHI000250631,CR,25-Nov-20,20-24,M,0
$315.00,F,AV,AM,$315.00,GHI000250631,CR,26-Nov-20,25-29,PP,0
$315.00,F,RP,AM,$315.00,GHI000250631,CR,26-Nov-20,30-34,M,0
$322.00,M,AV,AM,$322.00,GHI000250631,CR,27-Nov-20,30-34,M,0
$315.00,M,AV,AM,$315.00,GHI000250631,CR,27-Nov-20,20-24,M,0
$322.00,M,AV,AM,$322.00,GHI000250631,CR,30-Nov-20,25-29,O,0
$644.00,M,AV,AM,$644.00,GHI000250631,CR,30-Nov-20,45-49,NE,0
$200.00,F,AV,AM,$200.00,GHI000333063,CR,23-Jun-20,60-64,O,0
$440.00,F,AV,C,$440.00,GHI000195848,CR,30-Dec-16,25-29,NE,0
$139.00,M,AV,AM,$139.00,GHI000195848,CR,18-Jan-17,50-54,M,0
$139.00,F,RP,AM,$139.00,GHI000195848,CR,19-Jan-17,20-24,U,0
$450.00,F,AV,AM,$450.00,GHI000195848,CR,15-Sep-17,20-24,M,0
"$1,760.00",F,AV,C,"$1,760.00",GHI000195848,CR,30-Dec-16,25-29,NE,0
$556.00,M,AV,AM,$556.00,GHI000195848,CR,18-Jan-17,50-54,M,0
$556.00,F,RP,AM,$556.00,GHI000195848,CR,19-Jan-17,20-24,U,0
"$1,359.00",F,RP,O,"$1,358.75",GHI000195848,CR,27-Jan-17,20-24,NE,0
"$1,398.00",F,AV,AM,"$1,398.28",GHI000195848,CR,22-Feb-17,20-24,PP,0
"$1,800.00",F,AV,AM,"$1,800.00",GHI000195848,CR,15-Sep-17,20-24,M,0
$500.00,M,AV,AM,$500.00,GHI000889089,CR,24-Feb-17,35-39,M,0
$500.00,M,AV,AM,$500.00,GHI000889089,CR,24-Feb-17,35-39,M,0
$120.00,M,AV,C,$120.00,GHI000788736,CR,13-Nov-17,50-54,NE,0
$480.00,M,AV,C,$480.00,GHI000788736,CR,13-Nov-17,50-54,NE,0
$677.00,M,AV,AM,$676.78,GHI000144906,CR,14-Feb-17,55-59,O,0
$359.00,F,RP,AM,$358.80,GHI000144906,CR,18-Apr-17,45-49,M,0
$564.00,M,AV,AM,$564.08,GHI000144906,CR,29-May-17,55-59,M,0
$811.00,M,AV,AM,$811.33,GHI000144906,CR,04-Jul-17,45-49,M,0
$957.00,F,AV,AM,$956.80,GHI000144906,CR,04-Jul-17,40-44,M,0
$893.00,F,AV,AM,$893.30,GHI000144906,CR,01-Aug-17,30-34,PP,0
$450.00,F,AV,AM,$449.65,GHI000144906,CR,07-Aug-17,40-44,NE,0
"$1,765.00",F,AV,AM,"$1,765.25",GHI000144906,CR,08-Nov-17,25-29,NE,0
$710.00,F,AV,O,$709.87,GHI000144906,CR,16-Feb-18,35-39,PP,0
$498.00,M,AV,AM,$497.70,GHI000144906,CR,07-Mar-18,40-44,PP,0
$699.00,F,AV,AM,$698.95,GHI000144906,CR,08-Mar-18,35-39,PP,0
$963.00,F,AV,O,$963.41,GHI000144906,CR,27-Apr-18,65+,O,0
$563.00,F,AV,AM,$563.44,GHI000144906,CR,24-Jul-18,30-34,PP,0
$540.00,M,AV,O,$540.00,GHI001343753,CR,19-May-17,16,PP,0
$220.00,M,AV,AM,$220.00,GHI001343753,CR,17-Oct-17,55-59,PP,0
$220.00,M,RP,AM,$220.00,GHI001343753,CR,18-Oct-17,45-49,M,0
$660.00,M,AV,AM,$660.00,GHI001343753,CR,13-Dec-17,50-54,NE,0
$890.00,M,RP,AM,$890.00,GHI001343753,CR,09-Jan-18,20-24,PP,0
$220.00,M,AV,AM,$220.00,GHI001343753,CR,15-Jan-18,30-34,M,0
$220.00,F,AV,AM,$220.00,GHI001343753,CR,20-Feb-18,20-24,PP,0
$380.00,F,AV,AM,$380.00,GHI001343753,CR,05-Mar-18,20-24,PP,0
$660.00,M,RP,AM,$660.00,GHI001343753,CR,29-May-18,30-34,M,0
$220.00,F,AV,AM,$220.00,GHI001343753,CR,12-Jun-18,55-59,M,0
$660.00,F,AV,AM,$660.00,GHI001343753,CR,16-Jul-18,25-29,M,0
$750.00,M,AV,AM,$750.00,GHI001343753,CR,17-Sep-18,65+,NE,0
$880.00,F,AV,AM,$880.00,GHI001343753,CR,17-Sep-18,40-44,PP,0
$220.00,F,AV,AM,$220.00,GHI001343753,CR,16-Nov-18,55-59,M,0
$180.00,M,AV,O,$180.00,GHI001343753,CR,19-May-17,16,PP,0
$880.00,M,AV,AM,$880.00,GHI001343753,CR,17-Oct-17,55-59,PP,0
$880.00,M,RP,AM,$880.00,GHI001343753,CR,18-Oct-17,45-49,M,0
$880.00,M,RP,AM,$880.00,GHI001343753,CR,13-Nov-17,50-54,PP,0
$220.00,M,AV,AM,$220.00,GHI001343753,CR,13-Dec-17,50-54,NE,0
$290.00,M,RP,AM,$290.00,GHI001343753,CR,09-Jan-18,20-24,PP,0
$754.00,M,AV,AM,$754.29,GHI001343753,CR,15-Jan-18,30-34,M,0
$660.00,F,AV,AM,$660.00,GHI001343753,CR,20-Feb-18,20-24,PP,0
"$1,100.00",F,AV,AM,"$1,100.00",GHI001343753,CR,04-Apr-18,25-29,M,0
$880.00,F,RP,AM,$880.00,GHI001343753,CR,10-Apr-18,18-19,PP,0
$220.00,M,RP,AM,$220.00,GHI001343753,CR,29-May-18,30-34,M,0
$880.00,F,AV,AM,$880.00,GHI001343753,CR,07-Jun-18,55-59,M,0
$660.00,F,AV,AM,$660.00,GHI001343753,CR,12-Jun-18,55-59,M,0
$220.00,F,AV,AM,$220.00,GHI001343753,CR,16-Jul-18,25-29,M,0
$250.00,M,AV,AM,$250.00,GHI001343753,CR,17-Sep-18,65+,NE,0
$660.00,F,AV,AM,$660.00,GHI001343753,CR,16-Nov-18,55-59,M,0
$565.00,M,AV,S,$565.23,GHI001558282,CR,29-Jun-18,35-39,M,0
$575.00,F,AV,S,$575.00,GHI000191870,CR,29-Aug-18,40-44,M,0
$186.00,M,AV,C,$185.92,GHI000264970,CR,17-Mar-17,45-49,M,0
$172.00,M,AV,S,$172.00,GHI000264970,CR,21-Mar-17,60-64,NE,0
$288.00,F,AV,S,$287.50,GHI000264970,CR,29-Jun-17,25-29,NE,0
$104.00,F,RP,S,$103.58,GHI000264970,CR,06-Oct-17,20-24,M,0
$256.00,F,AV,O,$255.97,GHI000264970,CR,15-Dec-17,50-54,M,0
$559.00,F,AV,W,$558.61,GHI000264970,CR,10-Jan-18,30-34,M,0
"$1,997.00",M,AV,AM,"$1,996.92",GHI000264970,CR,06-Apr-18,55-59,M,0
$426.00,M,AV,AM,$425.80,GHI000264970,CR,20-Apr-18,55-59,M,0
$212.00,F,AV,S,$211.83,GHI000264970,CR,22-Feb-19,35-39,NE,0
$775.00,F,RP,BP,$775.00,GHI000087297,CR,17-Feb-17,25-29,M,0
$280.00,M,AV,EC,$280.00,GHI001292032,CR,20-Feb-17,25-29,NE,0
$560.00,M,AV,EC,$560.00,GHI001292032,CR,27-Feb-17,50-54,NE,0
$308.00,M,RP,BP,$308.00,GHI001292032,CR,24-Mar-17,18-19,U,0
$350.00,F,AV,EC,$350.00,GHI001292032,CR,22-May-17,20-24,M,0
$350.00,M,AV,EC,$350.00,GHI001292032,CR,06-Jun-17,40-44,M,0
$700.00,F,RP,EC,$700.00,GHI001292032,CR,09-Jun-17,40-44,M,0
$736.00,F,AV,EC,$736.00,GHI001292032,CR,16-Jun-17,18-19,M,0
$184.00,F,RP,EC,$184.00,GHI001292032,CR,14-Jul-17,20-24,M,0
$184.00,M,AV,EC,$184.00,GHI001292032,CR,27-Jul-17,30-34,M,0
$368.00,M,RP,EC,$368.00,GHI001292032,CR,07-Aug-17,25-29,M,0
$368.00,F,AV,EC,$368.00,GHI001292032,CR,11-Aug-17,20-24,M,0
$368.00,M,AV,EC,$368.00,GHI001292032,CR,08-Sep-17,30-34,M,0
$386.00,M,RP,BP,$386.00,GHI001292032,CR,28-Dec-17,30-34,NE,0
$360.00,F,AV,EC,$360.00,GHI001292032,CR,01-Feb-18,20-24,M,0
$388.00,M,RP,EC,$388.00,GHI001292032,CR,01-Mar-18,45-49,NE,0
$184.00,F,AV,EC,$184.00,GHI001292032,CR,13-Mar-18,35-39,M,0
$368.00,F,AV,EC,$368.00,GHI001292032,CR,13-Mar-18,30-34,M,0
$184.00,M,AV,EC,$184.00,GHI001292032,CR,04-Apr-18,40-44,NE,0
$184.00,F,AV,EC,$184.00,GHI001292032,CR,28-May-18,30-34,M,0
$368.00,M,AV,EC,$368.00,GHI001292032,CR,15-Jun-18,20-24,M,0
$368.00,F,AV,EC,$368.00,GHI001292032,CR,18-Jun-18,18-19,M,0
$297.00,F,AV,EC,$296.64,GHI001292032,CR,16-Aug-18,18-19,M,0
"$1,120.00",M,AV,EC,"$1,120.00",GHI001292032,CR,20-Feb-17,25-29,NE,0
$840.00,M,AV,EC,$840.00,GHI001292032,CR,27-Feb-17,50-54,NE,0
$308.00,M,RP,BP,$308.00,GHI001292032,CR,24-Mar-17,18-19,U,0
$320.00,F,RP,EC,$320.00,GHI001292032,CR,12-Apr-17,18-19,M,0
$320.00,F,RP,EC,$320.00,GHI001292032,CR,13-Apr-17,20-24,M,0
$350.00,F,AV,EC,$350.00,GHI001292032,CR,22-May-17,20-24,M,0
$350.00,M,AV,EC,$350.00,GHI001292032,CR,06-Jun-17,40-44,M,0
$700.00,F,RP,EC,$700.00,GHI001292032,CR,09-Jun-17,40-44,M,0
$736.00,M,AV,EC,$736.00,GHI001292032,CR,16-Jun-17,20-24,M,0
$368.00,M,AV,EC,$368.00,GHI001292032,CR,27-Jul-17,30-34,M,0
$368.00,M,RP,EC,$368.00,GHI001292032,CR,07-Aug-17,25-29,M,0
$368.00,F,AV,EC,$368.00,GHI001292032,CR,11-Aug-17,20-24,M,0
$368.00,M,AV,EC,$368.00,GHI001292032,CR,08-Sep-17,30-34,M,0
$534.00,M,AV,EC,$534.00,GHI001292032,CR,21-Sep-17,45-49,M,0
$700.00,M,AV,EC,$700.00,GHI001292032,CR,05-Dec-17,30-34,M,0
$400.00,M,AV,EC,$400.00,GHI001292032,CR,18-Dec-17,30-34,M,0
$386.00,M,RP,BP,$386.00,GHI001292032,CR,28-Dec-17,30-34,NE,0
$360.00,F,AV,EC,$360.00,GHI001292032,CR,01-Feb-18,20-24,M,0
$388.00,M,RP,EC,$388.00,GHI001292032,CR,01-Mar-18,45-49,NE,0
$368.00,F,AV,EC,$368.00,GHI001292032,CR,13-Mar-18,35-39,M,0
$368.00,M,AV,EC,$368.00,GHI001292032,CR,04-May-18,20-24,U,0
$760.00,F,AV,EC,$760.00,GHI001292032,CR,17-May-18,35-39,M,0
$184.00,F,AV,EC,$184.00,GHI001292032,CR,28-May-18,30-34,M,0
$368.00,M,AV,EC,$368.00,GHI001292032,CR,15-Jun-18,20-24,M,0
$736.00,F,AV,EC,$736.00,GHI001292032,CR,18-Jun-18,18-19,M,0
$368.00,F,AV,EC,$368.00,GHI001292032,CR,22-Jun-18,50-54,M,0
$780.00,F,AV,EC,$780.00,GHI001292032,CR,16-Aug-18,18-19,M,0
$740.00,M,AV,EC,$740.00,GHI001292032,CR,18-Jan-19,20-24,M,0
$560.00,F,AV,AM,$560.00,GHI000240702,CR,16-Dec-16,25-29,M,0
$480.00,F,RP,AM,$480.00,GHI000240702,CR,06-Apr-17,18-19,M,0
$480.00,M,RP,AM,$480.00,GHI000240702,CR,06-Apr-17,20-24,M,0
$500.00,F,AV,AM,$500.00,GHI000240702,CR,29-May-17,18-19,PP,0
$750.00,M,AV,AM,$750.00,GHI000240702,CR,21-Jul-17,25-29,M,0
$480.00,M,RP,AM,$480.00,GHI000240702,CR,28-Jul-17,20-24,M,0
"$1,250.00",M,AV,AM,"$1,250.00",GHI000240702,CR,10-Oct-17,40-44,M,0
"$1,120.00",F,AV,AM,"$1,120.00",GHI000240702,CR,16-Dec-16,25-29,M,0
$500.00,M,AV,AM,$500.00,GHI000240702,CR,21-Jul-17,25-29,M,0
"$1,800.00",F,AV,C,"$1,800.00",GHI000244770,CR,10-May-18,30-34,M,0
$200.00,M,AV,C,$200.00,GHI001619727,CR,26-Oct-18,25-29,NE,1
$600.00,M,AV,O,$600.00,GHI001619727,CR,15-Nov-18,25-29,M,1
"$1,000.00",F,RP,O,"$1,000.00",GHI001619727,CR,31-Dec-18,35-39,NE,1
$750.00,F,RP,O,$750.00,GHI001619727,CR,14-Feb-19,20-24,NE,1
$750.00,M,AV,C,$750.00,GHI001619727,CR,04-Mar-19,25-29,NE,1
$380.00,M,AV,C,$380.00,GHI001619727,CR,06-Mar-19,35-39,M,1
$750.00,M,AV,O,$750.00,GHI001619727,CR,21-Mar-19,30-34,M,1
$750.00,M,AV,O,$750.00,GHI001619727,CR,22-Mar-19,20-24,NE,1
"$1,200.00",F,AV,O,"$1,200.00",GHI001619727,CR,29-Mar-19,30-34,M,1
"$1,170.00",M,AV,O,"$1,170.00",GHI001619727,CR,08-Apr-19,30-34,NE,1
$750.00,F,RP,O,$750.00,GHI001619727,CR,10-Apr-19,20-24,NE,1
$750.00,M,RP,C,$750.00,GHI001619727,CR,16-Apr-19,45-49,M,1
"$1,170.00",M,AV,O,"$1,170.00",GHI001619727,CR,26-Apr-19,25-29,NE,1
"$1,170.00",M,AV,O,"$1,170.00",GHI001619727,CR,29-Apr-19,25-29,NE,1
$750.00,M,AV,O,$750.00,GHI001619727,CR,30-Apr-19,25-29,NE,1
"$1,170.00",F,AV,O,"$1,170.00",GHI001619727,CR,01-May-19,35-39,NE,1
"$1,000.00",M,AV,O,"$1,000.00",GHI001619727,CR,03-May-19,40-44,NE,1
$534.00,M,AV,O,$533.88,GHI001619727,CR,08-May-19,25-29,NE,1
"$1,170.00",M,AV,O,"$1,170.00",GHI001619727,CR,10-May-19,25-29,NE,1
"$1,170.00",M,AV,O,"$1,170.00",GHI001619727,CR,14-May-19,35-39,O,1
$780.00,M,AV,O,$780.00,GHI001619727,CR,15-May-19,25-29,M,1
"$1,000.00",M,AV,O,"$1,000.00",GHI001619727,CR,17-May-19,20-24,M,1
"$1,170.00",F,AV,O,"$1,170.00",GHI001619727,CR,17-May-19,35-39,M,1
"$1,170.00",F,AV,O,"$1,170.00",GHI001619727,CR,21-May-19,25-29,NE,1
